"","ï..Service.Center","County","Initial.Services.Sought.at.First.Visit","Attended.Group.Training.","Total.Counseling.Time..hrs","Business.Status","Impact..Capital.Investments","Impact..Created.New.Jobs","Impact..Revenue.Increase","Impact..Started.Business","Company.s.Total.employees","Company.s.Gross.Revenue...","NAICS.code","Ownership.Gender","Owner.s.Hispanic.Origin","Owner.s.Race","started","CC","Male"
"1166","Baltimore County","Baltimore","Counseling","No",5.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"1167","Baltimore County","Baltimore City","Counseling","No",6.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"71","Male-Owned","Non-Hispanic","Choose not to respond",0,0,1
"1168","Baltimore County","Anne Arundel","Counseling","No",5.200000048,"Started with SBDC",0,4,0,"Yes",4,60000,"71","Male-Owned","Non-Hispanic","White/Caucasian",1,0,1
"1169","Baltimore County","Baltimore City","Counseling","No",3,"Pre-venture/Nascent",0,0,0,"No",0,0,"62","Male/Female-Owned","Non-Hispanic","Black or African American",0,0,0
"1170","Baltimore County","Baltimore","Counseling","Yes",12,"Pre-venture/Nascent",0,0,0,"No",0,0,"42","Male-Owned","Non-Hispanic","Choose not to respond",0,1,1
"1171","Baltimore County","Baltimore City","Counseling","Yes",52,"Pre-venture/Nascent",0,0,0,"No",0,0,"54","Woman-Owned","Non-Hispanic","Choose not to respond",0,0,0
"1172","Baltimore County","Baltimore City","Counseling","No",4.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"33","Woman-Owned","Non-Hispanic","Choose not to respond",0,0,0
"1173","Baltimore County","Baltimore","Training","Yes",4.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"48","Choose not to respond","Non-Hispanic","Choose not to respond",0,1,0
"1174","Baltimore County","Baltimore City","Training","Yes",5,"Pre-venture/Nascent",0,0,0,"No",0,0,"72","Choose not to respond","Choose not to respond","Black or African American",0,0,0
"1175","Baltimore County","Baltimore City","Counseling","No",2,"Pre-venture/Nascent",0,0,0,"No",0,0,"45","Choose not to respond","Non-Hispanic","White/Caucasian",0,0,0
"1176","Baltimore County","Baltimore City","Counseling","No",2,"Pre-venture/Nascent",0,0,0,"No",0,0,"54","Woman-Owned","Non-Hispanic","Choose not to respond",0,0,0
"1177","Baltimore County","Baltimore","Counseling","No",3,"Pre-venture/Nascent",0,0,0,"No",0,0,"54","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"1178","Baltimore County","Baltimore","Counseling","No",2.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"56","Woman-Owned","Non-Hispanic","Black or African American",0,1,0
"1179","Baltimore County","Baltimore","Counseling","No",4.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"31","Woman-Owned","Non-Hispanic","Black or African American",0,1,0
"1180","Baltimore County","Baltimore","Counseling","No",20.5,"Pre-venture/Nascent",8000,0,0,"No",0,0,"44","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"1181","Baltimore County","Baltimore","Counseling","Yes",4.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"44","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"1182","Baltimore County","Baltimore City","Counseling","No",5.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"62","Choose not to respond","Non-Hispanic","Black or African American",0,0,0
"1183","Baltimore County","Baltimore City","Counseling","No",28,"Pre-venture/Nascent",250000,0,0,"No",0,0,"54","Male-Owned","Non-Hispanic","White/Caucasian",0,0,1
"1184","Baltimore County","Baltimore","Counseling","Yes",6.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"1185","Baltimore County","Baltimore City","Training","Yes",22.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Asian",0,0,0
"1186","Baltimore County","Baltimore City","Counseling","Yes",12,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,0,0
"1187","Baltimore County","Baltimore","Training","Yes",10,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","Black or African American",0,1,0
"1188","Baltimore County","Baltimore","Counseling","No",15.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"1189","Baltimore County","Baltimore","Counseling","No",147.1333312,"Started with SBDC",0,1,0,"Yes",1,60000,"61","Male-Owned","Non-Hispanic","Black or African American",1,1,1
"1190","Baltimore County","Baltimore City","Counseling","Yes",3,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Choose not to respond","Choose not to respond",0,0,1
"1191","Baltimore County","Baltimore City","Counseling","Yes",3.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,0,0
"1192","Baltimore County","Baltimore","Counseling","No",4.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"1193","Baltimore County","Howard","Counseling","No",4,"Pre-venture/Nascent",0,0,0,"No",0,0,"51","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"1194","Baltimore County","Baltimore","Counseling","Yes",0.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"1195","Baltimore County","Baltimore","Training","Yes",11.65000001,"Started with SBDC",15000,0,0,"Yes",1,60000,"Undefined","Woman-Owned","Choose not to respond","White/Caucasian",1,1,0
"1196","Baltimore County","Baltimore","Training","Yes",14.14999998,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","Black or African American",0,1,0
"1197","Baltimore County","Baltimore","Counseling","No",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"1198","Baltimore County","Baltimore","Counseling","Yes",20.5,"In Business (> 1 year)",150000,5,98000,"Yes",5,98000,"31","Woman-Owned","Non-Hispanic","Black or African American",1,1,0
"1199","Baltimore County","Baltimore","Counseling","No",3.75,"Started with SBDC",0,0,0,"Yes",1,60000,"Undefined","Male/Female-Owned","Non-Hispanic","Choose not to respond",1,1,0
"1200","Baltimore County","Baltimore City","Training","Yes",30.5,"Started with SBDC",46145,0,0,"Yes",1,60000,"54","Choose not to respond","Non-Hispanic","Black or African American",1,0,0
"1201","Baltimore County","Baltimore","Training","Yes",30,"Started with SBDC",250000,2,79000,"Yes",2,79000,"54","Male/Female-Owned","Non-Hispanic","White/Caucasian",1,1,0
"1202","Baltimore County","Baltimore","Counseling","No",7.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"1203","Baltimore County","Baltimore City","Counseling","Yes",3.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","Black or African American",0,0,0
"1204","Baltimore County","Anne Arundel","Counseling","No",2.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"51","Choose not to respond","Non-Hispanic","Black or African American",0,0,0
"1205","Baltimore County","Baltimore","Training","Yes",22.75,"Started with SBDC",0,0,0,"Yes",1,60000,"44","Woman-Owned","Non-Hispanic","Black or African American",1,1,0
"1206","Baltimore County","Baltimore City","Training","Yes",15.25,"Started with SBDC",0,0,1900,"Yes",1,1900,"81","Woman-Owned","Non-Hispanic","Black or African American",1,0,0
"1207","Baltimore County","Baltimore City","Counseling","No",3.5,"Started with SBDC",0,0,0,"Yes",1,60000,"42","Male-Owned","Non-Hispanic","Black or African American",1,0,1
"1208","Baltimore County","Baltimore City","Counseling","No",3.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,0,0
"1209","Baltimore County","Baltimore","Counseling","No",3.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","White/Caucasian",0,1,1
"1210","Baltimore County","Baltimore","Training","Yes",3.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"1211","Baltimore County","Baltimore","Training","Yes",20.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Hispanic","Choose not to respond",0,1,0
"1212","Baltimore County","Anne Arundel","Counseling","No",0.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,0,0
"1213","Baltimore County","Baltimore","Counseling","Yes",3.75,"Started with SBDC",0,0,0,"Yes",1,60000,"54","Male-Owned","Non-Hispanic","Black or African American",1,1,1
"1214","Baltimore County","Baltimore City","Training","Yes",16.5,"Started with SBDC",0,4,0,"Yes",4,60000,"81","Woman-Owned","Non-Hispanic","Black or African American",1,0,0
"1215","Baltimore County","Baltimore City","Training","Yes",2,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Choose not to respond","Black or African American",0,0,0
"1216","Baltimore County","Baltimore","Counseling","No",3,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"1217","Baltimore County","Baltimore City","Training","Yes",5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,0,0
"1218","Baltimore County","Baltimore City","Counseling","No",8.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"54","Male/Female-Owned","Choose not to respond","Choose not to respond",0,0,0
"1219","Baltimore County","Anne Arundel","Counseling","No",8.75,"Started with SBDC",32000,2,0,"Yes",2,60000,"56","Male/Female-Owned","Non-Hispanic","White/Caucasian",1,0,0
"1220","Baltimore County","Baltimore","Training","Yes",8.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Choose not to respond","Choose not to respond",0,1,0
"1221","Baltimore County","Baltimore City","Counseling","No",15.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Non-Hispanic","Black or African American",0,0,0
"1222","Baltimore City","Baltimore City","Counseling","Yes",15.25,"Started with SBDC",10000,0,25000,"Yes",1,25000,"56","Woman-Owned","Choose not to respond","Black or African American",1,0,0
"1223","Baltimore County","Baltimore","Training","Yes",11.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Choose not to respond","Choose not to respond",0,1,0
"1224","Baltimore County","Baltimore City","Counseling","No",43,"Started with SBDC",2450000,72,1700000,"Yes",72,1700000,"72","Woman-Owned","Non-Hispanic","Black or African American",1,0,0
"1225","Baltimore County","Baltimore","Counseling","No",24.5,"Started with SBDC",785700,0,0,"Yes",1,60000,"32","Choose not to respond","Non-Hispanic","White/Caucasian",1,1,0
"1226","Baltimore City","Baltimore City","Counseling","Yes",13.75,"Started with SBDC",73000,0,0,"Yes",1,60000,"81","Male-Owned","Non-Hispanic","Black or African American",1,0,1
"1227","Baltimore County","Baltimore","Counseling","Yes",6.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"51","Choose not to respond","Non-Hispanic","Asian",0,1,0
"1228","Baltimore County","Baltimore","Counseling","No",15.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Choose not to respond","Choose not to respond",0,1,0
"1229","Baltimore County","Anne Arundel","Counseling","No",2,"Pre-venture/Nascent",0,0,0,"No",0,0,"72","Choose not to respond","Non-Hispanic","White/Caucasian",0,0,0
"1230","Baltimore County","Baltimore","Counseling","No",8.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Choose not to respond","Black or African American",0,1,0
"1231","Baltimore County","Baltimore City","Counseling","No",3.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,0,0
"1232","Baltimore County","Baltimore","Counseling","No",1.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"1233","Baltimore County","Baltimore","Counseling","No",16,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"1234","Baltimore County","Baltimore","Counseling","Yes",7,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Choose not to respond","Asian",0,1,0
"1235","Baltimore City","Baltimore City","Counseling","Yes",49.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,0,0
"1236","Baltimore County","Prince Georges","Training","Yes",13.75,"Started with SBDC",0,0,0,"Yes",1,60000,"Undefined","Choose not to respond","Choose not to respond","Choose not to respond",1,1,0
"1237","Baltimore County","Baltimore","Counseling","No",2.25,"Started with SBDC",0,0,0,"Yes",1,60000,"54","Male-Owned","Choose not to respond","Choose not to respond",1,1,1
"1238","Baltimore County","Anne Arundel","Counseling","No",9.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Choose not to respond","Black or African American",0,0,0
"1239","Baltimore City","Baltimore","Training","Yes",6,"Started with SBDC",0,0,0,"Yes",1,60000,"44","Male-Owned","Non-Hispanic","White/Caucasian",1,1,1
"1240","Baltimore County","Baltimore City","Counseling","Yes",11,"Pre-venture/Nascent",0,0,0,"No",0,0,"31","Choose not to respond","Non-Hispanic","White/Caucasian",0,0,0
"1241","Baltimore County","Baltimore","Training","No",4.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"56","Woman-Owned","Hispanic","Black or African American",0,1,0
"1242","Baltimore County","Baltimore","Counseling","No",3.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"1243","Baltimore County","Baltimore","Counseling","Yes",4,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"1244","Baltimore County","Baltimore","Counseling","Yes",6.5,"Started with SBDC",0,0,0,"Yes",1,60000,"92","Choose not to respond","Choose not to respond","Black or African American",1,1,0
"1245","Baltimore County","Baltimore","Counseling","No",4.75,"Started with SBDC",0,0,0,"Yes",1,60000,"Undefined","Choose not to respond","Hispanic","White/Caucasian",1,1,0
"1246","Baltimore County","Baltimore","Counseling","Yes",4.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"23","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"1247","Baltimore County","Baltimore","Counseling","No",20.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Native American",0,1,0
"1248","Baltimore County","Baltimore","Training","Yes",4.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"1249","Baltimore County","Baltimore","Counseling","No",15.75,"Started with SBDC",0,0,0,"Yes",1,60000,"54","Choose not to respond","Non-Hispanic","Black or African American",1,1,0
"1250","Baltimore City","Baltimore","Counseling","Yes",5.25,"Started with SBDC",0,0,0,"Yes",1,60000,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",1,1,0
"1251","Baltimore City","Carroll","Counseling","No",42.5,"Start-up (in bus. < 1 year)",516000,13,0,"Yes",43,0,"72","Male-Owned","Non-Hispanic","White/Caucasian",1,0,1
"1252","Baltimore County","Baltimore","Counseling","Yes",4,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Hispanic","White/Caucasian",0,1,0
"1253","Baltimore City","Baltimore","Counseling","No",7.25,"Started with SBDC",0,1,0,"Yes",1,60000,"54","Woman-Owned","Non-Hispanic","Black or African American",1,1,0
"1254","Baltimore City","Baltimore","Counseling","No",3,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"1255","Baltimore City","Baltimore","Counseling","No",15.75,"Started with SBDC",0,2,0,"Yes",2,995000,"61","Male-Owned","Choose not to respond","Choose not to respond",1,1,1
"1256","Baltimore County","Baltimore","Counseling","No",3.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"1257","Baltimore City","Baltimore","Counseling","No",3.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"1258","Baltimore County","Baltimore","Counseling","No",5.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"33","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"1259","Baltimore County","Baltimore","Counseling","Yes",20.083,"Started with SBDC",2000,5,30000,"Yes",6,30000,"56","Woman-Owned","Non-Hispanic","White/Caucasian",1,1,0
"1260","Baltimore County","Baltimore","Counseling","No",25.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"1261","Baltimore County","Baltimore","Counseling","No",1,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"1262","Baltimore County","Baltimore","Counseling","Yes",41,"Started with SBDC",0,0,0,"Yes",1,60000,"31","Woman-Owned","Non-Hispanic","White/Caucasian",1,1,0
"1263","Baltimore County","Baltimore","Training","Yes",3.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"1264","Baltimore County","Baltimore","Training","Yes",7.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"1265","Baltimore County","Baltimore","Counseling","No",5,"Pre-venture/Nascent",0,0,0,"No",0,0,"54","Choose not to respond","Choose not to respond","Choose not to respond",0,1,0
"1266","Baltimore County","Baltimore City","Counseling","No",3.5,"Started with SBDC",0,2,0,"Yes",2,60000,"33","Choose not to respond","Non-Hispanic","White/Caucasian",1,0,0
"1267","Baltimore County","Baltimore","Counseling","Yes",4,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Choose not to respond","Black or African American",0,1,0
"1268","Baltimore County","Baltimore","Counseling","Yes",5.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"1269","Baltimore County","Baltimore","Counseling","Yes",3.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"1270","Baltimore County","Baltimore","Training","No",9,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Choose not to respond","Choose not to respond",0,1,0
"1271","Baltimore County","Baltimore","Training","No",1.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Choose not to respond","White/Caucasian",0,1,0
"1272","Baltimore County","Baltimore","Training","Yes",10,"Pre-venture/Nascent",0,0,0,"No",0,0,"45","Choose not to respond","Choose not to respond","White/Caucasian",0,1,0
"1273","Baltimore County","Baltimore","Counseling","Yes",5.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"1274","Baltimore County","Baltimore","Counseling","No",84.5,"Started with SBDC",52000,2,0,"Yes",2,60000,"48","Woman-Owned","Non-Hispanic","Black or African American",1,1,0
"1275","Baltimore County","Baltimore","Training","Yes",7.333333343,"Started with SBDC",125000,2,0,"Yes",2,60000,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",1,1,0
